BoroName,the_geom,BoroCode,OBJECTID,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SHELTER_ID,LOCATION,AT_BETWEEN,LONGITUDE,LATITUDE,FEMAFldz,FEMAFldT,HrcEvac
Manhattan,POINT (-73.94205956466709 40.838244716466775),1,1623,112,7,71,31,13,MN01112,BROADWAY,W 164 ST,-73.942061,40.838253,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98133255778292 40.738165737875576),1,1624,106,2,74,28,12,MN01113,E 23 ST,2 AV,-73.98133399999999,40.738174,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.98030355967742 40.716465741889024),1,1625,103,2,74,26,7,MN01116,DELANCEY ST,COLUMBIA ST,-73.980305,40.716474,X,AREA OF MINIMAL FLOOD HAZARD,1.0
Manhattan,POINT (-73.93139656641104 40.859512712510984),1,1626,112,10,71,31,13,MN01117,BROADWAY,BENNETT AV,-73.931398,40.859521,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9315775666166 40.85846371250124),1,1627,112,10,72,31,13,MN01118,BROADWAY,W 193 ST,-73.931579,40.858472,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9408815646364 40.844254715668235),1,1628,112,10,71,31,13,MN01119,FT WASHINGTON AV,W 171 ST,-73.940883,40.844263,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.96229856194122 40.76360573192931),1,1629,108,4,76,28,12,MN0112,2 AV,E 64 ST,-73.9623,40.763614000000004,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.93921256512299 40.84374671585672),1,1630,112,10,71,31,13,MN01120,BROADWAY,W 172 ST,-73.939214,40.843755,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.91434157141386 40.870852709399905),1,1631,112,10,72,31,13,MN01122,BROADWAY,W 218 ST,-73.914343,40.870861,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.96877855821629 40.79133672694498),1,1632,107,6,69,30,10,MN01123,COLUMBUS AV,W 94 ST,-73.96878000000001,40.791345,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.99380755265177 40.76171173326792),1,1633,104,3,75,27,10,MN01127,10 AV,W 45 ST,-73.993809,40.761720000000004,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98599755419657 40.768137732508),1,1634,104,3,67,27,10,MN01128,W 57 ST,9 AV,-73.98599899999999,40.768146,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-74.00291755090588 40.74000873791208),1,1635,104,3,66,27,10,MN01129,W 14 ST,8 AV,-74.00291899999999,40.740017,X,AREA OF MINIMAL FLOOD HAZARD,4.0
Manhattan,POINT (-73.96881256031638 40.75470873404956),1,1636,106,4,73,28,12,MN0113,2 AV,E 50 ST,-73.968814,40.754717,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.99662255176473 40.75317473502274),1,1637,104,3,75,27,10,MN01130,9 AV,W 34 ST,-73.996624,40.753183,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-74.00483954947866 40.746565737075386),1,1638,104,3,75,27,10,MN01131,10 AV,W 21 ST,-74.004841,40.746574,AE,,2.0
Manhattan,POINT (-74.00200455046497 40.750413736366255),1,1639,104,3,75,31,10,MN01132,10 AV,W 27 ST,-74.00200600000001,40.750422,X,AREA OF MINIMAL FLOOD HAZARD,3.0
Manhattan,POINT (-73.97819155861927 40.73662173838446),1,1640,106,4,74,27,12,MN01133,E 23 ST,1 AV,-73.978193,40.73663,X,AREA OF MINIMAL FLOOD HAZARD,3.0
Manhattan,POINT (-74.00590855045031 40.73543173882235),1,1641,102,3,66,27,10,MN01134,HUDSON ST,PERRY ST,-74.00591,40.735440000000004,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-74.00387555047512 40.74784373700777),1,1642,104,3,75,27,10,MN01136,10 AV,W 23 ST,-74.003877,40.747852,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2.0
Manhattan,POINT (-73.99238455261103 40.75820473430916),1,1643,104,3,75,27,10,MN01137,W 42 ST,9 AV,-73.992386,40.758213,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9672785585637 40.79263672703274),1,1644,107,6,69,30,10,MN01138,W 96 ST,COLUMBUS AV,-73.96728,40.792645,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.97340555704258 40.78499172818873),1,1645,107,6,69,29,10,MN01139,COLUMBUS AV,W 84 ST,-73.973407,40.785,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.96380356173906 40.76157373295887),1,1646,108,4,73,28,12,MN0114,2 AV,E 61 ST,-73.96380500000001,40.761582000000004,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9947535521706 40.760420734103185),1,1647,104,3,75,27,10,MN01141,10 AV,W 42 ST,-73.994755,40.760428999999995,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.99346455549708 40.72223074174269),1,1648,102,1,65,26,7,MN01142,BOWERY,PRINCE ST,-73.993466,40.722239,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.97861055925692 40.72424374004104),1,1649,103,2,74,27,12,MN01143,AV C,E 7 ST,-73.978612,40.724252,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1.0
Manhattan,POINT (-73.97840755976632 40.71962374165284),1,1650,103,2,74,26,7,MN01144,E HOUSTON ST,Columbia St,-73.978409,40.719632,X,AREA OF MINIMAL FLOOD HAZARD,1.0
Manhattan,POINT (-73.99971755270326 40.726643740646544),1,1651,102,1,66,26,10,MN01145,W HOUSTON ST,W BROADWAY,-73.999719,40.726652,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.95440156136148 40.816126721128626),1,1652,109,7,70,30,13,MN01146,AMSTERDAM AV,W 131 ST,-73.954403,40.816134999999996,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9372735649807 40.85355571360832),1,1653,112,10,71,31,13,MN01147,FT WASHINGTON AV,W 185 ST,-73.937275,40.853564,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98239855547614 40.77526373051898),1,1654,107,6,67,27,10,MN01148,BROADWAY,W 68 ST,-73.9824,40.775271999999994,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.97712256030903 40.72201074097108),1,1655,103,2,74,26,7,MN01149,AV D,E 5 ST,-73.977124,40.722019,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2.0
Manhattan,POINT (-73.98269155478611 40.774106730674596),1,1656,107,6,67,27,10,MN01150,W 66 ST,BROADWAY,-73.98269300000001,40.774115,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98130255574335 40.773514731111284),1,1657,107,6,75,27,10,MN01151,W 66 ST,COLUMBUS AV,-73.98130400000001,40.773523,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98255155449496 40.77887272962457),1,1658,107,6,67,29,10,MN01152,W 72 ST,BROADWAY,-73.982553,40.778881,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9710555583042 40.78821272804802),1,1659,107,6,69,29,10,MN01153,COLUMBUS AV,W 89 ST,-73.971057,40.788221,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.95569556390952 40.76756373111432),1,1660,108,5,76,28,12,MN01156,E 72 ST,1 AV,-73.955697,40.767571999999994,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.99656355454908 40.71513774242689),1,1661,103,1,65,26,7,MN01159,BOWERY,BAYARD ST,-73.996565,40.715146000000004,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.95754956420245 40.76140573251001),1,1662,108,5,76,28,12,MN01160,YORK AV,E 63 ST,-73.957551,40.761414,X,AREA OF MINIMAL FLOOD HAZARD,4.0
Manhattan,POINT (-73.95160456584647 40.76958073088795),1,1663,108,5,76,28,12,MN01161,YORK AV,E 76 ST,-73.95160600000001,40.769589,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-74.00511755080365 40.722407741988526),1,1664,102,1,66,26,10,MN01166,6 AV,CANAL ST,-74.005119,40.722415999999996,AE,,2.0
Manhattan,POINT (-73.9915105556401 40.723953740687946),1,1665,103,2,65,26,12,MN01167,E HOUSTON ST,2 AV,-73.991512,40.723962,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98401555801814 40.721676740935514),1,1666,103,2,65,26,12,MN01168,E HOUSTON ST,AV B,-73.98401700000001,40.721685,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.9669805608872 40.757210733894574),1,1667,106,4,73,28,12,MN0117,2 AV,E 54 ST,-73.966982,40.757219,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.95619656430246 40.763248731552025),1,1668,108,5,76,28,12,MN01171,YORK AV,E 66 ST,-73.956198,40.763257,X,AREA OF MINIMAL FLOOD HAZARD,4.0
Manhattan,POINT (-73.9500915662699 40.77165173041993),1,1669,108,5,76,28,12,MN01172,YORK AV,E 79 ST,-73.95009300000001,40.77166,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.94871256585515 40.773525730143135),1,1670,108,5,76,28,12,MN01173,YORK AV,E 82 ST,-73.948714,40.773534000000005,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94644656675304 40.7770607287353),1,1671,108,5,76,28,12,MN01174,YORK AV,E 88 ST,-73.946448,40.777069,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94836956565356 40.7744227291377),1,1672,108,5,76,28,12,MN01175,YORK AV,E 84 ST,-73.948371,40.774431,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.95165556539455 40.769917730613074),1,1673,108,5,76,28,12,MN01176,YORK AV,E 77 ST,-73.951657,40.769926,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94999256503895 40.78734572685091),1,1674,111,5,68,30,13,MN01177,LEXINGTON AV,E 98 ST,-73.94999399999999,40.787354,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9655315617737 40.75951273310431),1,1675,106,4,73,28,12,MN0118,E 57 ST,2 AV,-73.965533,40.759521,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9904395532602 40.766324732551794),1,1676,104,3,67,27,10,MN01180,10 AV,W 53 ST,-73.990441,40.766333,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-74.00764455039806 40.71512374318712),1,1677,101,1,66,26,10,MN01181,CHURCH ST,CHAMBERS  ST,-74.007646,40.715132000000004,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.9884705547523 40.74327973715094),1,1678,105,2,75,28,12,MN01182,5 AV,W 26 ST,-73.988472,40.743288,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.97466155720782 40.78764472812896),1,1679,107,6,69,29,10,MN01185,W 86 ST,AMSTERDAM AV,-73.974663,40.787653000000006,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.93308656570888 40.85557871352054),1,1680,112,10,72,31,13,MN01186,BROADWAY,W 189 ST,-73.933088,40.855587,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.93764656526285 40.85235471425827),1,1681,112,10,71,31,13,MN01187,FT WASHINGTON AV,W 183 ST,-73.937648,40.852363000000004,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.97719455673813 40.787207728080276),1,1682,107,6,67,31,10,MN01188,BROADWAY,W 84 ST,-73.97719599999999,40.787216,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98151955595438 40.772689730738236),1,1683,107,6,75,27,10,MN01191,W 65 ST,BROADWAY,-73.981521,40.772698,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98082355892461 40.72149774102558),1,1684,103,2,74,26,12,MN01192,AV C,E 3 ST,-73.980825,40.721506,X,AREA OF MINIMAL FLOOD HAZARD,4.0
Manhattan,POINT (-73.9601805629334 40.77008473074394),1,1685,108,4,76,28,12,MN01198,3 AV,E 72 ST,-73.96018199999999,40.770093,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9885785537253 40.76887873186017),1,1686,104,3,67,27,10,MN01200,10 AV,W 57 ST,-73.98858,40.768887,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.97975955967836 40.7177207415825),1,1687,103,2,74,26,7,MN01201,COLUMBIA ST,RIVINGTON ST,-73.979761,40.717729,X,AREA OF MINIMAL FLOOD HAZARD,1.0
Manhattan,POINT (-73.98552955732859 40.72347574115768),1,1688,103,2,74,26,12,MN01202,AV A,E 3 ST,-73.98553100000001,40.723484,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.98889355648197 40.71695574197638),1,1689,103,1,65,26,12,MN01203,ESSEX ST,GRAND ST,-73.988895,40.716964000000004,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9855105584065 40.71309574260979),1,1690,103,1,65,26,7,MN01204,MADISON ST,MONTGOMERY ST,-73.985512,40.713104,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.98532755421547 40.7676387323041),1,1691,104,3,67,27,10,MN01205,W 57 ST,9 AV,-73.98532900000001,40.767647,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98652655405394 40.775817730627004),1,1692,107,6,67,27,10,MN01206,W 66 ST,WEST END AV,-73.986528,40.775826,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.93976156748859 40.79772272459381),1,1693,111,8,68,29,13,MN01209,E 116 ST,3 AV,-73.939763,40.797731,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.94872656499001 40.79449572529752),1,1695,111,8,68,30,13,MN01211,MADISON AV,E 107 ST,-73.948728,40.794503999999996,X,AREA OF MINIMAL FLOOD HAZARD,4.0
Manhattan,POINT (-73.95635656447902 40.763484731612955),1,1696,108,5,76,28,12,MN01212,YORK AV,E 67 ST,-73.956358,40.763493,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-74.00509655157364 40.72105174218879),1,1697,101,1,66,26,10,MN01213,6 AV,W BROADWAY,-74.005098,40.721059999999994,AE,,2.0
Manhattan,POINT (-73.98273855770154 40.73914973725447),1,1698,106,2,74,28,12,MN01214,3 AV,E 24 ST,-73.98274,40.739158,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.9464825636469 40.82008972081776),1,1699,110,9,70,30,13,MN01217,ST NICHOLAS AV,W 139 ST,-73.946484,40.820098,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.95748156167524 40.80135372438761),1,1700,110,9,70,30,13,MN01218,FREDERICK DOUGLASS BLVD,W 111 ST,-73.957483,40.801362,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.95002856285227 40.81193472204709),1,1701,110,9,70,30,13,MN01219,FREDERICK DOUGLASS BLVD,W 128 ST,-73.95003,40.811943,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94931456379787 40.81291772214022),1,1702,110,9,70,30,13,MN01220,FREDERICK DOUGLASS BLVD,W 129 ST,-73.94931600000001,40.812926000000004,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.93936556463801 40.84266271543265),1,1703,112,10,71,31,13,MN01221,BROADWAY,W 170 ST,-73.939367,40.842671,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.96072456119153 40.80146072499934),1,1704,107,7,69,30,13,MN01222,W 110 ST,COLUMBUS AV,-73.960726,40.801469,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9614955598156 40.811618723115686),1,1705,109,7,69,30,10,MN01226,BROADWAY,W 122 ST,-73.961497,40.811627,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94826456359785 40.824124719716224),1,1706,109,7,71,31,13,MN01227,AMSTERDAM AV,W 143 ST,-73.948266,40.824133,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98456855649076 40.745391736804216),1,1707,105,2,75,28,12,MN01230,MADISON AV,E 30 ST,-73.98456999999999,40.7454,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98365955631856 40.746640736406796),1,1708,105,2,75,28,12,MN01231,MADISON AV,E 32 ST & E 33 ST,-73.983661,40.746649,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94849256259096 40.8359867178287),1,1709,112,7,71,31,13,MN01232,RIVERSIDE DR WEST,W 158 ST & W 160 ST,-73.948494,40.835995000000004,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98249255583416 40.76702273224949),1,1710,105,3,75,27,12,MN01234,8 AV,W 57 ST,-73.98249399999999,40.767031,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9422365666992 40.80343772329508),1,1711,111,9,68,30,13,MN01236,MADISON AV,E 121 ST,-73.942238,40.803446,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.98147055664094 40.76601373259023),1,1712,105,4,67,27,12,MN01237,W 57 ST,BROADWAY,-73.981472,40.766022,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94360956444142 40.83546771765675),1,1713,112,7,71,31,13,MN01238,BROADWAY,W 159 ST,-73.943611,40.835476,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94186456445293 40.833292717670325),1,1714,112,7,71,31,13,MN01239,AMSTERDAM AV,W 158 ST,-73.941866,40.833301,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.97683655735648 40.764049732306745),1,1715,105,4,75,28,12,MN01242,W 57 ST,6 AV,-73.976838,40.764058,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98227455552006 40.7665667324313),1,1716,105,3,75,27,12,MN01244,W 57 ST,BROADWAY,-73.982276,40.766575,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.93721256559185 40.83626771722407),1,1717,112,10,72,31,13,MN01246,EDGECOMBE AV,W 164 ST,-73.937214,40.836276,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.96264656006744 40.79902572507462),1,1718,107,7,69,30,13,MN01247,W 106 ST,COLUMBUS AV,-73.962648,40.799034000000006,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98054855776078 40.737610737894684),1,1719,106,2,74,27,12,MN01249,E 23 ST,2 AV,-73.98055,40.737619,X,AREA OF MINIMAL FLOOD HAZARD,4.0
Manhattan,POINT (-73.9681285581003 40.796903725863274),1,1720,107,7,69,30,13,MN01250,AMSTERDAM AV,W 100 ST,-73.96813,40.796912,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.99935155247272 40.738298738395486),1,1721,102,3,66,27,10,MN01251,W 14 ST,7 AV,-73.999353,40.738307,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.97888655549173 40.78563372870053),1,1722,107,6,67,29,10,MN01253,BROADWAY,W 82 ST,-73.978888,40.785641999999996,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94271956727924 40.79084372590288),1,1723,111,8,68,29,13,MN01254,E 106 ST,2 AV,-73.94272099999999,40.790852,AE,,3.0
Manhattan,POINT (-73.95939856113397 40.800891724679374),1,1724,107,7,69,30,13,MN01255,W 110 ST,MANHATTAN AV,-73.9594,40.8009,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94259356465477 40.82171171973612),1,1725,110,9,70,30,13,MN01257,FREDERICK DOUGLASS BLVD,W 143 ST,-73.942595,40.82172,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.94987156388682 40.81173872182282),1,1726,110,9,70,30,13,MN01258,FREDERICK DOUGLASS BLVD,W 127 ST,-73.949873,40.811747,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.94346156554514 40.82051372043058),1,1727,110,9,70,30,13,MN01259,FREDERICK DOUGLASS BLVD,W 141 ST,-73.943463,40.820522,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.9725655595641 40.749547735286),1,1728,106,4,73,27,12,MN0126,2 AV,E 42 ST,-73.972567,40.749556,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.93799256636609 40.823434719395564),1,1729,110,9,71,30,13,MN01260,ADAM CLAYTON POWELL BLVD,W 148 ST,-73.93799399999999,40.823443,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.93780156625762 40.82305871978532),1,1730,110,9,71,30,13,MN01261,ADAM CLAYTON POWELL BLVD,W 147 ST,-73.937803,40.823067,X,AREA OF MINIMAL FLOOD HAZARD,1.0
Manhattan,POINT (-73.94728956400166 40.81073572245146),1,1731,110,9,70,30,13,MN01262,ADAM CLAYTON POWELL BLVD,W 128 ST,-73.947291,40.810744,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.9836905551145 40.77558073095741),1,1732,107,6,67,27,10,MN01264,AMSTERDAM AV,W 67 ST,-73.983692,40.775589000000004,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-74.00566955117603 40.71672174252569),1,1733,101,1,66,26,10,MN01265,WORTH ST,CHURCH ST,-74.00567099999999,40.71673,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.94580556557658 40.801778723794634),1,1734,110,9,70,30,13,MN01267,5 AV,W 118 ST,-73.94580699999999,40.801787,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.9490425637797 40.81286572188371),1,1735,110,9,70,30,13,MN01268,FREDERICK DOUGLASS BLVD,W 129 ST,-73.949044,40.812874,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.93694956647778 40.824237719457784),1,1736,110,9,71,30,13,MN01269,ADAM CLAYTON POWELL BLVD,W 149 ST,-73.93695100000001,40.824246,X,AREA OF MINIMAL FLOOD HAZARD,2.0
Manhattan,POINT (-73.9724945603471 40.750045735113304),1,1737,106,4,73,27,12,MN0127,E 42 ST,2 AV,-73.97249599999999,40.750054,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.982016555482 40.77414173070409),1,1738,107,6,67,27,10,MN01270,BROADWAY,W 66 ST,-73.98201800000001,40.77415,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9534665641248 40.779295728308654),1,1739,108,5,76,28,12,MN01271,3 AV,E 87 ST,-73.953468,40.779303999999996,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94440556419703 40.8298207183574),1,1740,109,7,71,31,13,MN01273,AMSTERDAM AV,W 152 ST,-73.944407,40.829829,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9463125640348 40.82106671993644),1,1741,109,9,70,30,13,MN01274,ST NICHOLAS AV,W 141 ST,-73.946314,40.821075,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98504555456795 40.76903773189309),1,1742,104,3,67,27,10,MN01275,9 AV,W 59 ST,-73.985047,40.769046,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-74.012578549153 40.70817574437066),1,1743,101,1,65,26,10,MN01276,TRINITY PL,RECTOR ST,-74.01258,40.708184,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.981212557971 40.73789373807691),1,1744,106,2,74,28,12,MN01281,E 23 ST,2 AV,-73.98121400000001,40.737902000000005,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.99196955564584 40.712390743269665),1,1745,103,1,65,26,7,MN01282,MADISON ST,PIKE ST,-73.99197099999999,40.712399,X,AREA OF MINIMAL FLOOD HAZARD,3.0
Manhattan,POINT (-73.99209655648035 40.71254774347971),1,1746,103,1,65,26,7,MN01283,MADISON ST,PIKE ST,-73.992098,40.712556,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.94908456585871 40.776860728858104),1,1747,108,5,76,28,12,MN01284,E 86 ST,1 AV,-73.949086,40.776869,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.99725455279795 40.74208573748711),1,1748,104,3,75,27,12,MN01287,7 AV,W 20 ST,-73.99725600000001,40.742094,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.98889655602238 40.72710473985301),1,1749,103,2,66,27,12,MN0129,2 AV,E 6 ST,-73.98889799999999,40.727113,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9460155654111 40.792020725796675),1,1750,111,8,68,29,13,MN01294,E 106 ST,LEXINGTON AV,-73.946017,40.792029,X,AREA OF MINIMAL FLOOD HAZARD,3.0
Manhattan,POINT (-74.00348655266798 40.70784374440402),1,1751,101,1,65,26,10,MN01295,PEARL ST,BEEKMAN ST,-74.003488,40.707852,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1.0
Manhattan,POINT (-73.93659856725797 40.820189720231426),1,1752,110,9,71,30,13,MN01296,MALCOLM X BLVD,W 145 ST,-73.9366,40.820198,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4.0
Manhattan,POINT (-73.95687156129107 40.80481272351833),1,1753,110,9,70,30,13,MN01297,MANHATTAN AV,W 116 ST,-73.956873,40.804821000000004,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.97867256011193 40.7244797407886),1,1754,103,2,74,27,12,MN01298,AV C,E 8 ST,-73.978674,40.724488,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1.0
Manhattan,POINT (-73.98871555670547 40.71644474190272),1,1755,103,1,65,26,12,MN01299,GRAND ST,ESSEX ST,-73.98871700000001,40.716453,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.98424655816925 40.713238742448446),1,1756,103,1,65,26,7,MN01300,MADISON ST,GOUVERNEUR ST,-73.984248,40.713246999999996,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94018656515992 40.835160717624134),1,1757,112,10,71,31,13,MN01301,AMSTERDAM AV,W 161 ST,-73.940188,40.835169,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9353365655429 40.85731171262148),1,1758,112,10,71,31,13,MN01302,FT WASHINGTON AV,W 190 ST,-73.935338,40.85732,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.94150056533735 40.817989721046935),1,1759,110,9,70,30,13,MN01303,ADAM CLAYTON POWELL BLVD,W 139 ST,-73.941502,40.817997999999996,X,AREA OF MINIMAL FLOOD HAZARD,5.0
Manhattan,POINT (-73.94080856563168 40.81958072013815),1,1760,110,9,70,30,13,MN01304,ADAM CLAYTON POWELL BLVD,W 142 ST,-73.94081,40.819589,X,AREA OF MINIMAL FLOOD HAZARD,6.0
